Scenario,Cycle,Time (s),T_parison (째C),T_mold (째C),Initial T_gob (째C),T_air (째C)
Baseline,1,13.36,968.8020949761409,374.7301875495851,1100,50
Baseline,2,26.72,968.801456190413,374.72977555854413,1100,50
Baseline,3,40.08,968.8008675623589,374.7293959304775,1100,50
Baseline,4,53.44,968.800325156121,374.7290461238721,1100,50
Baseline,5,66.8,968.7998253443282,374.7287237967011,1100,50
Baseline,6,80.16,968.7993647839095,374.7284267907823,1100,50
Baseline,7,93.52,968.7989403939285,374.72815311735746,1100,50
Baseline,8,106.88,968.7985493350922,374.72790094380275,1100,50
Baseline,9,120.24,968.7981889906886,374.7276685813844,1100,50
Baseline,10,133.6,968.7978569493121,374.72745447396545,1100,50
Baseline,11,146.95999999999998,968.7975509887393,374.72725718760375,1100,50
Baseline,12,160.32,968.7972690610995,374.72707540096104,1100,50
Baseline,13,173.68,968.7970092792027,374.7269078964646,1100,50
Baseline,14,187.04000000000002,968.7967699039934,374.7267535521642,1100,50
Baseline,15,200.40000000000003,968.7965493328663,374.726611334227,1100,50
Baseline,16,213.76000000000005,968.7963460890321,374.72648029001647,1100,50
Baseline,17,227.12000000000006,968.796158811624,374.72635954172216,1100,50
Baseline,18,240.48000000000008,968.7959862465949,374.72624828048095,1100,50
Baseline,19,253.8400000000001,968.7958272383969,374.7261457609644,1100,50
Baseline,20,267.2000000000001,968.7956807221744,374.7260512963903,1100,50
Baseline,21,280.5600000000001,968.7955457166888,374.7259642539265,1100,50
Baseline,22,293.92000000000013,968.7954213177445,374.72588405045116,1100,50
Baseline,23,307.28000000000014,968.7953066921906,374.72581014865045,1100,50
Baseline,24,320.64000000000016,968.7952010722672,374.72574205342073,1100,50
Baseline,25,334.00000000000017,968.7951037505318,374.7256793085531,1100,50
Baseline,26,347.3600000000002,968.7950140750659,374.72562149368036,1100,50
Baseline,27,360.7200000000002,968.7949314452303,374.72556822145657,1100,50
Baseline,28,374.0800000000002,968.7948553074671,374.72551913496983,1100,50
Baseline,29,387.4400000000002,968.7947851517991,374.7254739053463,1100,50
Baseline,30,400.80000000000024,968.7947205081949,374.7254322295525,1100,50
Baseline,31,414.16000000000025,968.7946609436663,374.72539382835953,1100,50
Baseline,32,427.52000000000027,968.7946060591212,374.72535844448095,1100,50
Baseline,33,440.8800000000003,968.7945554869278,374.7253258408395,1100,50
Baseline,34,454.2400000000003,968.7945088882229,374.72529579898855,1100,50
Baseline,35,467.6000000000003,968.7944659508526,374.72526811764294,1100,50
Baseline,36,480.9600000000003,968.794426387162,374.7252426113316,1100,50
Baseline,37,494.32000000000033,968.794389932061,374.7252191091575,1100,50
Baseline,38,507.68000000000035,968.7943563413464,374.7251974536481,1100,50
Baseline,39,521.0400000000003,968.7943253899286,374.725177499707,1100,50
Baseline,40,534.4000000000003,968.7942968704555,374.7251591136352,1100,50
Baseline,41,547.7600000000003,968.7942705918484,374.72514217224096,1100,50
Baseline,42,561.1200000000003,968.794246378037,374.72512656201036,1100,50
Baseline,43,574.4800000000004,968.7942240667821,374.7251121783483,1100,50
Baseline,44,587.8400000000004,968.7942035086107,374.7250989248793,1100,50
Baseline,45,601.2000000000004,968.7941845657788,374.7250867127992,1100,50
Baseline,46,614.5600000000004,968.7941671113431,374.72507546028226,1100,50
Baseline,47,627.9200000000004,968.794151028391,374.7250650919304,1100,50
Baseline,48,641.2800000000004,968.7941362091263,374.7250555382719,1100,50
Baseline,49,654.6400000000004,968.7941225542818,374.7250467352925,1100,50
Baseline,50,668.0000000000005,968.7941099723629,374.72503862400765,1100,50
Baseline,51,681.3600000000005,968.7940983790522,374.725031150068,1100,50
Baseline,52,694.7200000000005,968.7940876966941,374.7250242633938,1100,50
Baseline,53,708.0800000000005,968.794077853689,374.7250179178412,1100,50
Baseline,54,721.4400000000005,968.794068784102,374.7250120708915,1100,50
Baseline,55,734.8000000000005,968.7940604271438,374.72500668336767,1100,50
Baseline,56,748.1600000000005,968.7940527268432,374.7250017191697,1100,50
Baseline,57,761.5200000000006,968.7940456315753,374.7249971450359,1100,50
Baseline,58,774.8800000000006,968.7940390938547,374.72499293031524,1100,50
Baseline,59,788.2400000000006,968.7940330697925,374.72498904676814,1100,50
Baseline,60,801.6000000000006,968.794027519108,374.72498546837153,1100,50
Baseline,61,814.9600000000006,968.7940224045414,374.72498217114884,1100,50
Baseline,62,828.3200000000006,968.7940176918598,374.7249791330073,1100,50
Baseline,63,841.6800000000006,968.7940133494878,374.7249763335881,1100,50
Baseline,64,855.0400000000006,968.7940093483029,374.7249737541352,1100,50
Baseline,65,868.4000000000007,968.7940056615245,374.7249713773631,1100,50
Baseline,66,881.7600000000007,968.794002264439,374.7249691873467,1100,50
Baseline,67,895.1200000000007,968.7939991342613,374.72496716941225,1100,50
Baseline,68,908.4800000000007,968.7939962500571,374.72496531003776,1100,50
Baseline,69,921.8400000000007,968.7939935924746,374.7249635967643,1100,50
Baseline,70,935.2000000000007,968.7939911437136,374.7249620181125,1100,50
Baseline,71,948.5600000000007,968.7939888873647,374.7249605635036,1100,50
Baseline,72,961.9200000000008,968.7939868083014,374.7249592231911,1100,50
Baseline,73,975.2800000000008,968.7939848926133,374.7249579881945,1100,50
Baseline,74,988.6400000000008,968.7939831274412,374.7249568502381,1100,50
Baseline,75,1002.0000000000008,968.7939815009632,374.72495580169715,1100,50
Baseline,76,1015.3600000000008,968.7939800023015,374.72495483554644,1100,50
Baseline,77,1028.7200000000007,968.7939786213828,374.7249539453125,1100,50
Baseline,78,1042.0800000000006,968.793977348976,374.7249531250286,1100,50
Baseline,79,1055.4400000000005,968.7939761765563,374.7249523691993,1100,50
Baseline,80,1068.8000000000004,968.7939750962597,374.7249516727592,1100,50
Baseline,81,1082.1600000000003,968.7939741008555,374.7249510310415,1100,50
Baseline,82,1095.5200000000002,968.7939731836423,374.72495043974794,1100,50
Baseline,83,1108.88,968.7939723385125,374.72494989491463,1100,50
Baseline,84,1122.24,968.7939715597886,374.7249493928919,1100,50
Baseline,85,1135.6,968.7939708422543,374.7249489303164,1100,50
Baseline,86,1148.9599999999998,968.7939701811137,374.72494850408714,1100,50
Baseline,87,1162.3199999999997,968.7939695719007,374.7249481113492,1100,50
Baseline,88,1175.6799999999996,968.793969010559,374.72494774947126,1100,50
Baseline,89,1189.0399999999995,968.7939684933134,374.7249474160287,1100,50
Baseline,90,1202.3999999999994,968.7939680167322,374.72494710878647,1100,50
Baseline,91,1215.7599999999993,968.793967577601,374.7249468256858,1100,50
Baseline,92,1229.1199999999992,968.7939671729463,374.7249465648302,1100,50
Baseline,93,1242.479999999999,968.7939668001322,374.72494632447075,1100,50
Baseline,94,1255.839999999999,968.7939664565897,374.72494610299793,1100,50
Baseline,95,1269.199999999999,968.7939661400259,374.72494589892756,1100,50
Baseline,96,1282.5599999999988,968.7939658483559,374.7249457108927,1100,50
Baseline,97,1295.9199999999987,968.7939655796016,374.72494553763215,1100,50
Baseline,98,1309.2799999999986,968.7939653319665,374.7249453779858,1100,50
Baseline,99,1322.6399999999985,968.7939651037752,374.7249452308837,1100,50
Baseline,100,1335.9999999999984,968.793964893534,374.72494509534005,1100,50
+5 Initial T_air,1,13.36,968.8020949761409,374.7365225121459,1100,55
+5 Initial T_air,2,26.72,968.8105048651992,374.7419479530393,1100,55
+5 Initial T_air,3,40.08,968.81825091606,374.7469474397329,1100,55
+5 Initial T_air,4,53.44,968.8253859723352,374.75155453251745,1100,55
+5 Initial T_air,5,66.8,968.831958603981,374.7558001296172,1100,55
+5 Initial T_air,6,80.16,968.8380134632206,374.7597126810548,1100,55
+5 Initial T_air,7,93.52,968.8435916089664,374.76331838493354,1100,55
+5 Initial T_air,8,106.88,968.8487308033746,374.76664136762884,1100,55
+5 Initial T_air,9,120.24,968.8534657826608,374.76970384927256,1100,55
+5 Initial T_air,10,133.6,968.8578285048619,374.77252629576515,1100,55
+5 Initial T_air,11,146.95999999999998,968.861848376364,374.7751275584574,1100,55
+5 Initial T_air,12,160.32,968.8655524595273,374.7775250025291,1100,55
+5 Initial T_air,13,173.68,968.8689656626294,374.7797346250066,1100,55
+5 Initial T_air,14,187.04000000000002,968.8721109140073,374.78177116328345,1100,55
+5 Initial T_air,15,200.40000000000003,968.8750093218165,374.7836481949214,1100,55
+5 Initial T_air,16,213.76000000000005,968.877680320448,374.7853782294486,1100,55
+5 Initial T_air,17,227.12000000000006,968.8801418048288,374.7869727928202,1100,55
+5 Initial T_air,18,240.48000000000008,968.8824102538873,374.78844250512606,1100,55
+5 Initial T_air,19,253.8400000000001,968.8845008437055,374.7897971521067,1100,55
+5 Initial T_air,20,267.2000000000001,968.8864275515296,374.7910457509747,1100,55
+5 Initial T_air,21,280.5600000000001,968.8882032513935,374.7921966109998,1100,55
+5 Initial T_air,22,293.92000000000013,968.8898398018641,374.79325738928736,1100,55
+5 Initial T_air,23,307.28000000000014,968.8913481268146,374.794235142127,1100,55
+5 Initial T_air,24,320.64000000000016,968.8927382895225,374.7951363722809,1100,55
+5 Initial T_air,25,334.00000000000017,968.894019561015,374.79596707252233,1100,55
+5 Initial T_air,26,347.3600000000002,968.895200482752,374.79673276573516,1100,55
+5 Initial T_air,27,360.7200000000002,968.8962889244248,374.79743854184187,1100,55
+5 Initial T_air,28,374.0800000000002,968.8972921370139,374.79808909182043,1100,55
+5 Initial T_air,29,387.4400000000002,968.8982168016324,374.79868873903547,1100,55
+5 Initial T_air,30,400.80000000000024,968.8990690745945,374.79924146809844,1100,55
+5 Initial T_air,31,414.16000000000025,968.899854628745,374.7997509514569,1100,55
+5 Initial T_air,32,427.52000000000027,968.9005786915883,374.80022057388686,1100,55
+5 Initial T_air,33,440.8800000000003,968.901246080334,374.80065345505994,1100,55
+5 Initial T_air,34,454.2400000000003,968.9018612342918,374.8010524703351,1100,55
+5 Initial T_air,35,467.6000000000003,968.9024282445091,374.8014202699134,1100,55
+5 Initial T_air,36,480.9600000000003,968.9029508812094,374.8017592964911,1100,55
+5 Initial T_air,37,494.32000000000033,968.9034326190168,374.80207180152223,1100,55
+5 Initial T_air,38,507.68000000000035,968.9038766601725,374.802359860206,1100,55
+5 Initial T_air,39,521.0400000000003,968.9042859559412,374.80262538529644,1100,55
+5 Initial T_air,40,534.4000000000003,968.9046632262956,374.802870139832,1100,55
+5 Initial T_air,41,547.7600000000003,968.9050109781322,374.80309574885797,1100,55
+5 Initial T_air,42,561.1200000000003,968.9053315219342,374.803303710238,1100,55
+5 Initial T_air,43,574.4800000000004,968.9056269871902,374.8034954046135,1100,55
+5 Initial T_air,44,587.8400000000004,968.9058993366391,374.80367210458326,1100,55
+5 Initial T_air,45,601.2000000000004,968.9061503792899,374.803834983161,1100,55
+5 Initial T_air,46,614.5600000000004,968.9063817824915,374.80398512157524,1100,55
+5 Initial T_air,47,627.9200000000004,968.9065950830986,374.8041235164502,1100,55
+5 Initial T_air,48,641.2800000000004,968.9067916975494,374.80425108643414,1100,55
+5 Initial T_air,49,654.6400000000004,968.9069729315099,374.8043686782984,1100,55
+5 Initial T_air,50,668.0000000000005,968.9071399883734,374.8044770725631,1100,55
+5 Initial T_air,51,681.3600000000005,968.907293977324,374.8045769886873,1100,55
+5 Initial T_air,52,694.7200000000005,968.9074359207905,374.8046690898418,1100,55
+5 Initial T_air,53,708.0800000000005,968.9075667611492,374.8047539873158,1100,55
+5 Initial T_air,54,721.4400000000005,968.9076873670364,374.80483224457856,1100,55
+5 Initial T_air,55,734.8000000000005,968.9077985391069,374.804904381019,1100,55
+5 Initial T_air,56,748.1600000000005,968.9079010153688,374.80497087539675,1100,55
+5 Initial T_air,57,761.5200000000006,968.9079954760738,374.80503216901917,1100,55
+5 Initial T_air,58,774.8800000000006,968.9080825482669,374.8050886686725,1100,55
+5 Initial T_air,59,788.2400000000006,968.9081628098917,374.80514074932404,1100,55
+5 Initial T_air,60,801.6000000000006,968.9082367937117,374.80518875660925,1100,55
+5 Initial T_air,61,814.9600000000006,968.9083049908254,374.8052330091274,1100,55
+5 Initial T_air,62,828.3200000000006,968.9083678538233,374.8052738005577,1100,55
+5 Initial T_air,63,841.6800000000006,968.9084258000045,374.80531140160673,1100,55
+5 Initial T_air,64,855.0400000000006,968.9084792139291,374.80534606180817,1100,55
+5 Initial T_air,65,868.4000000000007,968.9085284501044,374.8053780111765,1100,55
+5 Initial T_air,66,881.7600000000007,968.9085738353357,374.80540746173506,1100,55
+5 Initial T_air,67,895.1200000000007,968.9086156708232,374.80543460892386,1100,55
+5 Initial T_air,68,908.4800000000007,968.9086542341993,374.8054596328964,1100,55
+5 Initial T_air,69,921.8400000000007,968.9086897814136,374.8054826997149,1100,55
+5 Initial T_air,70,935.2000000000007,968.9087225483925,374.80550396245275,1100,55
+5 Initial T_air,71,948.5600000000007,968.908752752566,374.80552356221204,1100,55
+5 Initial T_air,72,961.9200000000008,968.9087805944165,374.80554162905656,1100,55
+5 Initial T_air,73,975.2800000000008,968.9088062586861,374.8055582828791,1100,55
+5 Initial T_air,74,988.6400000000008,968.9088299156945,374.8055736341943,1100,55
+5 Initial T_air,75,1002.0000000000008,968.9088517224365,374.8055877848742,1100,55
+5 Initial T_air,76,1015.3600000000008,968.9088718236668,374.8056008288207,1100,55
+5 Initial T_air,77,1028.7200000000007,968.908890352746,374.80561285259324,1100,55
+5 Initial T_air,78,1042.0800000000006,968.9089074326134,374.8056239359819,1100,55
+5 Initial T_air,79,1055.4400000000005,968.9089231766563,374.8056341525339,1100,55
+5 Initial T_air,80,1068.8000000000004,968.9089376893347,374.8056435700466,1100,55
+5 Initial T_air,81,1082.1600000000003,968.9089510669769,374.80565225101145,1100,55
+5 Initial T_air,82,1095.5200000000002,968.9089633983226,374.8056602530365,1100,55
+5 Initial T_air,83,1108.88,968.908974765255,374.80566762922024,1100,55
+5 Initial T_air,84,1122.24,968.9089852431389,374.805674428512,1100,55
+5 Initial T_air,85,1135.6,968.9089949015475,374.80568069603004,1100,55
+5 Initial T_air,86,1148.9599999999998,968.9090038045712,374.8056864733645,1100,55
+5 Initial T_air,87,1162.3199999999997,968.909012011269,374.8056917988536,1100,55
+5 Initial T_air,88,1175.6799999999996,968.9090195761319,374.8056967078355,1100,55
+5 Initial T_air,89,1189.0399999999995,968.9090265493448,374.8057012328861,1100,55
+5 Initial T_air,90,1202.3999999999994,968.9090329771777,374.8057054040317,1100,55
+5 Initial T_air,91,1215.7599999999993,968.9090389022938,374.8057092489524,1100,55
+5 Initial T_air,92,1229.1199999999992,968.909044363983,374.80571279316155,1100,55
+5 Initial T_air,93,1242.479999999999,968.9090493985343,374.8057160601782,1100,55
+5 Initial T_air,94,1255.839999999999,968.909054039324,374.8057190716814,1100,55
+5 Initial T_air,95,1269.199999999999,968.9090583171437,374.805721847656,1100,55
+5 Initial T_air,96,1282.5599999999988,968.9090622604245,374.8057244065213,1100,55
+5 Initial T_air,97,1295.9199999999987,968.9090658952765,374.80572676525776,1100,55
+5 Initial T_air,98,1309.2799999999986,968.9090692458558,374.8057289395176,1100,55
+5 Initial T_air,99,1322.6399999999985,968.909072334387,374.8057309437289,1100,55
+5 Initial T_air,100,1335.9999999999984,968.909075181354,374.80573279119113,1100,55
-5 Initial T_air,1,13.36,968.8020949761409,374.7238525870241,1100,45
-5 Initial T_air,2,26.72,968.7924031213757,374.71760334673303,1100,45
-5 Initial T_air,3,40.08,968.7834682451083,374.7118452640632,1100,45
-5 Initial T_air,4,53.44,968.7752318106532,374.7065398942708,1100,45
-5 Initial T_air,5,66.8,968.767639719587,374.7016517780778,1100,45
-5 Initial T_air,6,80.16,968.7606419886082,374.6971482134063,1100,45
-5 Initial T_air,7,93.52,968.7541924478676,374.6929990440256,1100,45
-5 Initial T_air,8,106.88,968.7482484595947,374.6891764639448,1100,45
-5 Initial T_air,9,120.24,968.7427706561133,374.68565483644755,1100,45
-5 Initial T_air,10,133.6,968.7377226960616,374.6824105267218,1100,45
-5 Initial T_air,11,146.95999999999998,968.7330710376845,374.6794217471281,1100,45
-5 Initial T_air,12,160.32,968.7287847281123,374.67666841418435,1100,45
-5 Initial T_air,13,173.68,968.7248352079063,374.6741320164232,1100,45
-5 Initial T_air,14,187.04000000000002,968.7211961297099,374.6717954923125,1100,45
-5 Initial T_air,15,200.40000000000003,968.7178431898325,374.6696431175217,1100,45
-5 Initial T_air,16,213.76000000000005,968.714753972524,374.6676604008198,1100,45
-5 Initial T_air,17,227.12000000000006,968.7119078054877,374.66583398797394,1100,45
-5 Initial T_air,18,240.48000000000008,968.7092856261206,374.6641515730488,1100,45
-5 Initial T_air,19,253.8400000000001,968.7068698579485,374.66260181654314,1100,45
-5 Initial T_air,20,267.2000000000001,968.704644295967,374.66117426986244,1100,45
-5 Initial T_air,21,280.5600000000001,968.7025940008921,374.6598593056308,1100,45
-5 Initial T_air,22,293.92000000000013,968.7007052012699,374.65864805341283,1100,45
-5 Initial T_air,23,307.28000000000014,968.698965202989,374.65753234042234,1100,45
-5 Initial T_air,24,320.64000000000016,968.6973623057628,374.65650463684557,1100,45
-5 Initial T_air,25,334.00000000000017,968.6958857259104,374.65555800541534,1100,45
-5 Initial T_air,26,347.3600000000002,968.6945255250467,374.65468605492185,1100,45
-5 Initial T_air,27,360.7200000000002,968.6932725442744,374.6538828973451,1100,45
-5 Initial T_air,28,374.0800000000002,968.6921183434491,374.65314310833577,1100,45
-5 Initial T_air,29,387.4400000000002,968.6910551449787,374.6524616907896,1100,45
-5 Initial T_air,30,400.80000000000024,968.6900757822265,374.6518340412626,1100,45
-5 Initial T_air,31,414.16000000000025,968.6891736516618,374.6512559190212,1100,45
-5 Initial T_air,32,427.52000000000027,968.688342668805,374.6507234175164,1100,45
-5 Initial T_air,33,440.8800000000003,968.687577227622,374.65023293809145,1100,45
-5 Initial T_air,34,454.2400000000003,968.6868721629953,374.6497811657528,1100,45
-5 Initial T_air,35,467.6000000000003,968.6862227162665,374.64936504683953,1100,45
-5 Initial T_air,36,480.9600000000003,968.6856245031696,374.6489817684532,1100,45
-5 Initial T_air,37,494.32000000000033,968.6850734847093,374.64862873949005,1100,45
-5 Initial T_air,38,507.68000000000035,968.6845659397441,374.64830357318067,1100,45
-5 Initial T_air,39,521.0400000000003,968.6840984403292,374.64800407098454,1100,45
-5 Initial T_air,40,534.4000000000003,968.6836678284477,374.64772820776454,1100,45
-5 Initial T_air,41,547.7600000000003,968.6832711949041,374.64747411812095,1100,45
-5 Initial T_air,42,561.1200000000003,968.6829058597195,374.6472400838004,1100,45
-5 Initial T_air,43,574.4800000000004,968.6825693541666,374.64702452209616,1100,45
-5 Initial T_air,44,587.8400000000004,968.6822594040193,374.6468259751663,1100,45
-5 Initial T_air,45,601.2000000000004,968.6819739143801,374.6466431001855,1100,45
-5 Initial T_air,46,614.5600000000004,968.6817109554995,374.6464746602773,1100,45
-5 Initial T_air,47,627.9200000000004,968.6814687497473,374.6463195161586,1100,45
-5 Initial T_air,48,641.2800000000004,968.6812456597021,374.6461766184431,1100,45
-5 Initial T_air,49,654.6400000000004,968.6810401770582,374.64604500055134,1100,45
-5 Initial T_air,50,668.0000000000005,968.6808509124622,374.6459237721777,1100,45
-5 Initial T_air,51,681.3600000000005,968.6806765861259,374.64581211327703,1100,45
-5 Initial T_air,52,694.7200000000005,968.6805160192627,374.64570926851746,1100,45
-5 Initial T_air,53,708.0800000000005,968.6803681259986,374.6456145421788,1100,45
-5 Initial T_air,54,721.4400000000005,968.6802319061989,374.6455272934473,1100,45
-5 Initial T_air,55,734.8000000000005,968.6801064385651,374.64544693208484,1100,45
-5 Initial T_air,56,748.1600000000005,968.6799908745435,374.64537291443685,1100,45
-5 Initial T_air,57,761.5200000000006,968.6798844324919,374.64530473975805,1100,45
-5 Initial T_air,58,774.8800000000006,968.679786392464,374.645241946825,1100,45
-5 Initial T_air,59,788.2400000000006,968.6796960913164,374.64518411081895,1100,45
-5 Initial T_air,60,801.6000000000006,968.6796129182226,374.6451308404523,1100,45
-5 Initial T_air,61,814.9600000000006,968.6795363105762,374.64508177532184,1100,45
-5 Initial T_air,62,828.3200000000006,968.6794657501638,374.6450365834721,1100,45
-5 Initial T_air,63,841.6800000000006,968.6794007596736,374.64499495915015,1100,45
-5 Initial T_air,64,855.0400000000006,968.6793408994411,374.6449566207364,1100,45
-5 Initial T_air,65,868.4000000000007,968.6792857645479,374.6449213088413,1100,45
-5 Initial T_air,66,881.7600000000007,968.6792349819523,374.6448887845523,1100,45
-5 Initial T_air,67,895.1200000000007,968.6791882081612,374.6448588278129,1100,45
-5 Initial T_air,68,908.4800000000007,968.6791451266972,374.64483123593885,1100,45
-5 Initial T_air,69,921.8400000000007,968.6791054461081,374.64480582224576,1100,45
-5 Initial T_air,70,935.2000000000007,968.6790688979587,374.64478241478355,1100,45
-5 Initial T_air,71,948.5600000000007,968.6790352349398,374.644760855178,1100,45
-5 Initial T_air,72,961.9200000000008,968.6790042293346,374.6447409975562,1100,45
-5 Initial T_air,73,975.2800000000008,968.6789756713706,374.644722707559,1100,45
-5 Initial T_air,74,988.6400000000008,968.678949367825,374.64470586143574,1100,45
-5 Initial T_air,75,1002.0000000000008,968.6789251407422,374.64469034520283,1100,45
-5 Initial T_air,76,1015.3600000000008,968.678902826183,374.6446760538761,1100,45
-5 Initial T_air,77,1028.7200000000007,968.6788822732047,374.6446628907575,1100,45
-5 Initial T_air,78,1042.0800000000006,968.678863342728,374.6446507667833,1100,45
-5 Initial T_air,79,1055.4400000000005,968.6788459066743,374.6446395999202,1100,45
-5 Initial T_air,80,1068.8000000000004,968.6788298470691,374.6446293146108,1100,45
-5 Initial T_air,81,1082.1600000000003,968.6788150552533,374.64461984126365,1100,45
-5 Initial T_air,82,1095.5200000000002,968.6788014311664,374.64461111577833,1100,45
-5 Initial T_air,83,1108.88,968.6787888825984,374.6446030791166,1100,45
-5 Initial T_air,84,1122.24,968.6787773246435,374.6445956769008,1100,45
-5 Initial T_air,85,1135.6,968.6787666791299,374.64458885904475,1100,45
-5 Initial T_air,86,1148.9599999999998,968.6787568740011,374.64458257941766,1100,45
-5 Initial T_air,87,1162.3199999999997,968.6787478429203,374.6445767955297,1100,45
-5 Initial T_air,88,1175.6799999999996,968.6787395248032,374.64457146824503,1100,45
-5 Initial T_air,89,1189.0399999999995,968.6787318633293,374.64456656151805,1100,45
-5 Initial T_air,90,1202.3999999999994,968.6787248066973,374.64456204214804,1100,45
-5 Initial T_air,91,1215.7599999999993,968.6787183071359,374.64455787955524,1100,45
-5 Initial T_air,92,1229.1199999999992,968.6787123206632,374.6445540455754,1100,45
-5 Initial T_air,93,1242.479999999999,968.6787068067903,374.64455051426586,1100,45
-5 Initial T_air,94,1255.839999999999,968.6787017282029,374.6445472617331,1100,45
-5 Initial T_air,95,1269.199999999999,968.6786970505568,374.64454426596797,1100,45
-5 Initial T_air,96,1282.5599999999988,968.6786927421754,374.64454150670133,1100,45
-5 Initial T_air,97,1295.9199999999987,968.6786887739044,374.644538965263,1100,45
-5 Initial T_air,98,1309.2799999999986,968.6786851189144,374.6445366244565,1100,45
-5 Initial T_air,99,1322.6399999999985,968.6786817524656,374.644534468443,1100,45
-5 Initial T_air,100,1335.9999999999984,968.6786786517606,374.6445324826345,1100,45
